Hd_City,HdMean,HdLowFid,HdHighFid,HdMeanByUS,HdRelByUS,Hd_Lat,Hd_Log
TXDallas,4.6,4.3,4.9,6.4,-0.28,32.69822406,-96.91867916
TXAustin,3.5,3.3,3.8,6.4,-0.45,30.2325448,-97.76187879
TXDallas,6.7,6.2,7.3,6.4,0.05,32.93761303,-96.79478359
TXCorpus Christi,7.5,6.9,8.1,6.4,0.17,27.74969513,-97.40928816
TXDallas,6.7,6.2,7.1,6.4,0.05,32.70734938,-96.83571808
TXDallas,6.4,5.8,7,6.4,0.00,32.88736151,-96.8122913
TXBeaumont,4.2,3.6,4.8,6.4,-0.34,30.00148766,-94.1166907
TXBrownsville,6.6,5.9,7.4,6.4,0.03,25.93843608,-97.48166379
TXAustin,5.6,5,6.2,6.4,-0.13,30.25305532,-97.72570847
TXAustin,4.1,3.7,4.5,6.4,-0.36,30.34830387,-97.76102478
TXDallas,6.4,5.9,6.8,6.4,0.00,32.83974184,-96.67611717
TXAustin,4.6,4.3,5,6.4,-0.28,30.18121805,-97.76139215
TXCorpus Christi,10,9.2,10.9,6.4,0.56,27.78194899,-97.42793872
TXCorpus Christi,6.6,6.2,7.1,6.4,0.03,27.82954933,-97.58291474
TXBeaumont,5.4,5.1,5.8,6.4,-0.16,30.0905931,-94.1251022
TXAustin,5.2,4.7,5.8,6.4,-0.19,30.37279043,-97.74634008
TXDallas,3.9,3.6,4.2,6.4,-0.39,32.87111558,-96.87014401
TXDallas,4.3,3.9,4.9,6.4,-0.33,33.00735403,-96.80821461
TXDallas,3.4,3.2,3.7,6.4,-0.47,32.80593104,-96.81229437
TXAustin,2.9,2.7,3.2,6.4,-0.55,30.2047085,-97.84977306
TXBrownsville,7.8,6.9,8.6,6.4,0.22,25.9026495,-97.47501033
TXBaytown,6.2,5.5,6.9,6.4,-0.03,29.7661163,-95.04060384
TXAustin,1,1,1,6.4,-0.84,30.15413231,-97.9083325
TXDallas,5.1,4.7,5.5,6.4,-0.20,32.93218589,-96.76525809
TXDallas,6.1,5.7,6.5,6.4,-0.05,32.73830227,-96.69110753
TXDallas,5.6,5.2,6,6.4,-0.13,32.91935358,-96.74187643
TXCorpus Christi,4.8,4.4,5.2,6.4,-0.25,27.69546932,-97.38699046
TXAustin,6.2,5.7,6.8,6.4,-0.03,30.36287407,-97.75772872
TXDallas,11.7,9.8,13.7,6.4,0.83,32.8924655,-96.76443012
TXBryan,5,4.5,5.4,6.4,-0.22,30.65125489,-96.41186818
TXDallas,2.7,2.4,3,6.4,-0.58,32.83016572,-96.77613158
TXDallas,5,4.5,5.6,6.4,-0.22,32.658435,-96.86380592
TXDallas,5.7,5.2,6.3,6.4,-0.11,32.84315799,-96.8284899
TXDallas,1.9,1.7,2,6.4,-0.70,32.93526661,-96.81737623
TXAustin,1,1,1,6.4,-0.84,30.45424092,-97.66588343
TXDallas,6.5,5.9,7.2,6.4,0.02,32.80051973,-96.70483879
TXBrownsville,7.8,6.9,8.6,6.4,0.22,25.88762112,-97.47052955
TXDallas,6.3,5.5,7,6.4,-0.02,32.88594791,-96.7236147
TXDallas,9.6,8.8,10.3,6.4,0.50,32.70089279,-96.764032
TXCarrollton,5,4.4,5.6,6.4,-0.22,32.99612754,-96.92218242
TXDallas,1,1,1,6.4,-0.84,32.98722817,-96.83527323
TXAustin,2.5,2.3,2.7,6.4,-0.61,30.23613364,-97.78817082
TXDallas,6.2,5.8,6.5,6.4,-0.03,32.71496018,-96.90000793
TXCorpus Christi,6.4,5.9,7,6.4,0.00,27.73800017,-97.46240267
TXCarrollton,5.5,4.9,6.1,6.4,-0.14,32.96238697,-96.87156997
TXDallas,3.3,3.1,3.6,6.4,-0.48,32.73267773,-96.96749046
TXBrownsville,5.9,5,6.8,6.4,-0.08,26.0438799,-97.54966886
TXDallas,4,3.7,4.3,6.4,-0.38,32.7979466,-96.78906326
TXAustin,4.8,4.5,5.2,6.4,-0.25,30.30819389,-97.63643007
TXAustin,1.9,1.7,2,6.4,-0.70,30.31262753,-97.73665856
TXAustin,3.3,3.2,3.5,6.4,-0.48,30.38680015,-97.66148515
TXAustin,6.2,5.6,6.7,6.4,-0.03,30.27355542,-97.70798415
TXCorpus Christi,0.5,0.5,0.6,6.4,-0.92,27.71275729,-97.32585884
TXBrownsville,6.3,5.6,6.9,6.4,-0.02,25.92272918,-97.44201299
TXDallas,9.1,7.7,10.7,6.4,0.42,32.90201258,-96.75777566
TXCollege Station,2.2,2,2.4,6.4,-0.66,30.6376117,-96.32382044
TXDallas,2,1.8,2.1,6.4,-0.69,32.79170477,-96.80904049
TXDallas,3.7,3.5,4,6.4,-0.42,32.87804141,-96.69237787
TXBeaumont,5.4,4.8,6.1,6.4,-0.16,30.08648644,-94.16115107
TXAustin,3.2,3,3.5,6.4,-0.50,30.42831935,-97.69042731
TXAustin,5.4,5,6,6.4,-0.16,30.31472802,-97.69657181
TXAustin,2.1,2,2.2,6.4,-0.67,30.30937597,-97.7169057
TXAustin,2.9,2.6,3.1,6.4,-0.55,30.17067084,-97.83906781
TXDallas,5.5,5,6.1,6.4,-0.14,32.74629864,-96.83022998
TXCorpus Christi,3,2.8,3.2,6.4,-0.53,27.64333604,-97.36949039
TXDallas,4.8,4.5,5.1,6.4,-0.25,32.8543451,-96.66037315
TXCorpus Christi,4.1,3.8,4.5,6.4,-0.36,27.66890152,-97.40277259
TXAustin,5.4,5,5.8,6.4,-0.16,30.34516536,-97.68750731
TXDallas,1,1,1,6.4,-0.84,32.92830793,-96.53373454
TXDallas,4.4,4,4.9,6.4,-0.31,32.80033877,-96.7628648
TXCorpus Christi,4,3.7,4.3,6.4,-0.38,27.65715895,-97.35329722
TXDallas,6.1,5.7,6.6,6.4,-0.05,32.88794382,-96.87715645
TXDallas,8.3,7.7,8.9,6.4,0.30,32.78535181,-96.74524696
TXBaytown,6.2,5.6,6.8,6.4,-0.03,29.76363211,-94.97089575
TXDallas,6.5,6.2,6.8,6.4,0.02,32.66552062,-96.64282932
TXBryan,6.5,6,6.9,6.4,0.02,30.66761396,-96.38876775
TXAustin,3.4,3.1,3.6,6.4,-0.47,30.14532527,-97.80238371
TXDallas,6.4,6,6.9,6.4,0.00,32.72322499,-96.71929926
TXDallas,3.2,2.9,3.5,6.4,-0.50,33.0111363,-96.84606204
TXBeaumont,9.3,8.5,10.1,6.4,0.45,30.07016516,-94.08707259
TXDallas,6.4,6,6.8,6.4,0.00,32.72665703,-96.65158053
TXAustin,2.2,2.1,2.4,6.4,-0.66,30.4884625,-97.77603687
TXDallas,4.8,4.2,5.6,6.4,-0.25,32.99323952,-96.82138497
TXDallas,6,5.4,6.7,6.4,-0.06,32.97877035,-96.8153945
TXAustin,4.3,4,4.5,6.4,-0.33,30.34194219,-97.70732626
TXCarrollton,4.2,3.8,4.6,6.4,-0.34,32.98885185,-96.87129581
TXAustin,4.9,4.5,5.4,6.4,-0.23,30.23991756,-97.73507011
TXDallas,3.7,3.3,4.1,6.4,-0.42,32.99247676,-96.83652129
TXAustin,3.2,2.9,3.5,6.4,-0.50,30.18977304,-97.89092856
TXAustin,1.8,1.6,1.9,6.4,-0.72,30.24208627,-97.70593039
TXDallas,5.3,4.9,5.7,6.4,-0.17,32.9252685,-96.71138346
TXDallas,7.2,6.6,7.8,6.4,0.13,32.66425614,-96.81477396
TXCollege Station,2.8,2.6,3.1,6.4,-0.56,30.59580777,-96.31538859
TXAustin,2.2,2.1,2.5,6.4,-0.66,30.28555331,-97.7759301
TXAustin,3.7,3.3,4.1,6.4,-0.42,30.24207465,-97.89850899
TXBrownsville,4.3,3.7,5,6.4,-0.33,26.11117044,-97.55393533
TXDallas,6.7,6.3,7.1,6.4,0.05,32.80830318,-96.67602233
TXDallas,5.2,4.7,5.9,6.4,-0.19,32.97020426,-96.79402375
TXAustin,3.5,3.2,3.8,6.4,-0.45,30.191202,-97.61723005
TXBeaumont,6.3,5.6,7,6.4,-0.02,30.08304693,-94.18034574
TXCorpus Christi,6.6,6,7.2,6.4,0.03,27.68736736,-97.37200744
TXAustin,4.3,3.8,4.8,6.4,-0.33,30.43602397,-97.71376649
TXDallas,7.8,7.3,8.3,6.4,0.22,32.77062069,-96.69145199
TXAustin,1.9,1.7,2,6.4,-0.70,30.44419142,-97.73495797
TXDallas,3.4,3,3.8,6.4,-0.47,32.83274062,-96.75716342
TXAustin,4.5,4.2,4.9,6.4,-0.30,30.20576448,-97.78666543
TXAustin,2.9,2.7,3.2,6.4,-0.55,30.21460834,-97.87979638
TXDallas,6.7,6.2,7.3,6.4,0.05,32.66821881,-96.83103151
TXDallas,9,8,10,6.4,0.41,32.77422152,-96.76625394
TXDallas,5.5,5,6,6.4,-0.14,32.7300527,-96.88833046
TXDallas,5.6,5.2,6,6.4,-0.13,32.73412239,-96.86024569
TXBryan,4.5,4.2,4.8,6.4,-0.30,30.69747858,-96.34551588
TXCorpus Christi,6.1,5.7,6.6,6.4,-0.05,27.70766547,-97.35206235
TXCarrollton,4.4,4,4.9,6.4,-0.31,33.00535798,-96.90438121
TXAustin,6.1,5.4,7.2,6.4,-0.05,30.24074576,-97.83861472
TXBeaumont,9.3,8.5,10.3,6.4,0.45,30.03923552,-94.1290601
TXAustin,3,2.7,3.3,6.4,-0.53,30.19183243,-97.85681836
TXDallas,3.3,3,3.7,6.4,-0.48,32.81372854,-96.78113859
TXBrownsville,10.2,9.2,11.2,6.4,0.59,25.91670092,-97.48232808
TXDallas,8,7.5,8.6,6.4,0.25,32.78273181,-96.86502853
TXBaytown,6.4,5.7,7.1,6.4,0.00,29.70902697,-94.95073694
TXCorpus Christi,6.1,5.6,6.5,6.4,-0.05,27.75566738,-97.3825349
TXCollege Station,4.2,3.8,4.8,6.4,-0.34,30.57007497,-96.30217989
TXAustin,6.6,6.2,6.9,6.4,0.03,30.31596107,-97.65448143
TXDallas,2.8,2.6,3,6.4,-0.56,32.94321547,-96.82037277
TXDallas,5.5,5.2,5.7,6.4,-0.14,32.80034768,-96.77371245
TXBrownsville,3.9,3.6,4.2,6.4,-0.39,25.99598826,-97.48982924
TXDallas,7,6.4,7.5,6.4,0.09,32.7722449,-96.91525442
TXAustin,3.2,3,3.4,6.4,-0.50,30.42321009,-97.82801501
TXCorpus Christi,4.6,4.2,5,6.4,-0.28,27.68779003,-97.40632611
TXCollege Station,3.4,3.1,3.7,6.4,-0.47,30.58980561,-96.29799623
TXDallas,5.1,4.5,5.7,6.4,-0.20,32.91597035,-96.84626616
TXBryan,7.2,6.3,8.3,6.4,0.13,30.65701768,-96.33291912
TXDallas,7.6,6.9,8.4,6.4,0.19,32.75891602,-96.78093606
TXCorpus Christi,7.1,6.6,7.6,6.4,0.11,27.6676673,-97.26517245
TXCorpus Christi,1,1,1,6.4,-0.84,27.77329811,-97.50587519
TXAustin,4.1,3.7,4.5,6.4,-0.36,30.27769999,-97.74111763
TXAustin,2.6,2.4,2.7,6.4,-0.59,30.35300977,-97.66265709
TXCorpus Christi,4.3,3.9,4.7,6.4,-0.33,27.66459826,-97.37084615
TXDallas,3.4,3.2,3.7,6.4,-0.47,32.8950444,-96.70042824
TXBaytown,6.1,5.6,6.6,6.4,-0.05,29.72871817,-94.96450797
TXCorpus Christi,9.1,8.6,9.5,6.4,0.42,27.7922799,-97.41381836
TXAustin,2.7,2.5,2.9,6.4,-0.58,30.16388749,-97.80374405
TXAustin,2.4,2.2,2.7,6.4,-0.63,30.27372479,-97.76012183
TXDallas,5.6,5.2,6,6.4,-0.13,32.79971031,-96.72219044
TXDallas,3.6,3.3,3.9,6.4,-0.44,32.85974962,-96.81462951
TXAustin,4.4,4,4.8,6.4,-0.31,30.33335447,-97.8115308
TXBeaumont,9.2,8.5,10,6.4,0.44,30.11445113,-94.09487997
TXAustin,2.2,2,2.4,6.4,-0.66,30.17132785,-97.89897053
TXCarrollton,4.6,4.3,5,6.4,-0.28,32.96018631,-96.89173458
TXBeaumont,5.7,5.2,6.2,6.4,-0.11,30.05856036,-94.17850979
TXDallas,4.2,3.8,4.8,6.4,-0.34,32.99435021,-96.77487655
TXDallas,5.1,4.6,5.6,6.4,-0.20,32.81597749,-96.80101931
TXBrownsville,10.7,9.6,11.8,6.4,0.67,25.89553743,-97.49762325
TXAustin,3.7,3.4,4.1,6.4,-0.42,30.21185273,-97.84044759
TXDallas,5.4,5,5.8,6.4,-0.16,32.71307113,-96.84853942
TXBrownsville,4.5,4.1,5.1,6.4,-0.30,25.9743657,-97.50245399
TXAustin,3.6,3.4,3.9,6.4,-0.44,30.2230763,-97.7411142
TXDallas,9.9,9.2,10.5,6.4,0.55,32.73656988,-96.80511695
TXCarrollton,5.7,5.2,6.2,6.4,-0.11,32.94510894,-96.90133535
TXBryan,5.4,5.1,5.8,6.4,-0.16,30.70701474,-96.38644243
TXCorpus Christi,4.2,4,4.4,6.4,-0.34,27.67435092,-97.33461974
TXDallas,5.6,5.2,6,6.4,-0.13,32.69203759,-96.66261695
TXAustin,5.3,4.8,5.9,6.4,-0.17,30.38510309,-97.67919381
TXDallas,9.7,8.7,10.7,6.4,0.52,32.74844753,-96.75432281
TXAustin,3,2.7,3.3,6.4,-0.53,30.49353333,-97.76253306
TXAustin,2.6,2.4,2.8,6.4,-0.59,30.22469644,-97.71551205
TXDallas,1.3,1.2,1.4,6.4,-0.80,32.86142871,-96.75941709
TXBrownsville,6.7,6,7.4,6.4,0.05,25.88613158,-97.44649096
TXBeaumont,3.6,3.4,3.8,6.4,-0.44,30.0391108,-94.07496383
TXDallas,5.5,5,6.1,6.4,-0.14,32.91733781,-96.78559262
TXBrownsville,6.1,5.5,6.7,6.4,-0.05,25.94112452,-97.49486872
TXAustin,6.7,6.1,7.3,6.4,0.05,30.28150932,-97.69057306
TXAustin,4.1,3.8,4.5,6.4,-0.36,30.42614086,-97.76977263
TXCorpus Christi,4.2,4,4.5,6.4,-0.34,27.70942623,-97.41560519
TXDallas,5.2,4.7,5.7,6.4,-0.19,32.86715442,-96.7564984
TXAustin,6,5.4,6.6,6.4,-0.06,30.46176708,-97.80447252
TXAustin,4.3,3.9,4.8,6.4,-0.33,30.38251642,-97.75548912
TXDallas,3.3,3,3.6,6.4,-0.48,32.84215742,-96.76948579
TXDallas,6.1,5.7,6.5,6.4,-0.05,32.64049006,-96.85392941
TXAustin,4.6,4.2,5,6.4,-0.28,30.38854735,-97.69999728
TXDallas,6.1,5.8,6.4,6.4,-0.05,32.76127159,-96.67514511
TXCorpus Christi,9.1,8,10.3,6.4,0.42,27.85236023,-97.64820449
TXAustin,2.2,2,2.4,6.4,-0.66,30.29606318,-97.73417327
TXDallas,1.8,1.7,1.9,6.4,-0.72,32.79390516,-96.80097037
TXBeaumont,5.4,4.9,6,6.4,-0.16,30.10095244,-94.17214232
TXDallas,7,6.6,7.5,6.4,0.09,32.74163233,-96.67248118
TXBryan,6.5,5.7,7.3,6.4,0.02,30.65950413,-96.3558136
TXCorpus Christi,5.8,5.4,6.3,6.4,-0.09,27.86722378,-97.61685174
TXAustin,3.6,3.2,3.9,6.4,-0.44,30.23622462,-97.76865821
TXCarrollton,5.5,4.7,6.6,6.4,-0.14,33.03239924,-96.88740726
TXAustin,2.9,2.8,3.1,6.4,-0.55,30.37556847,-97.63133788
TXAustin,5.1,4.7,5.4,6.4,-0.20,30.20528781,-97.74887809
TXAustin,3.4,3.2,3.7,6.4,-0.47,30.29842416,-97.75644516
TXDallas,4.3,3.9,4.7,6.4,-0.33,32.85926173,-96.87401412
TXBrownsville,10.6,9.6,11.6,6.4,0.66,25.90601445,-97.50543569
TXCorpus Christi,8.2,7.8,8.7,6.4,0.28,27.76340702,-97.41585466
TXAustin,3.4,3.1,3.8,6.4,-0.47,30.25026921,-97.78623929
TXDallas,4.8,4.5,5.2,6.4,-0.25,32.7695594,-96.66085428
TXCorpus Christi,4.7,4.2,5.1,6.4,-0.27,27.86583431,-97.64985333
TXCorpus Christi,2.8,2.6,2.9,6.4,-0.56,27.6790735,-97.37873548
TXBeaumont,8.6,8,9.3,6.4,0.34,30.10233322,-94.11413029
TXDallas,1,1,1,6.4,-0.84,32.84619346,-96.62492433
TXCorpus Christi,9.4,8.6,10.3,6.4,0.47,27.74698731,-97.4295155
TXDallas,4.3,4,4.6,6.4,-0.33,32.82650389,-96.82255085
TXAustin,3.2,3,3.5,6.4,-0.50,30.44251831,-97.77708347
TXDallas,4.3,3.8,4.7,6.4,-0.33,32.86188819,-96.86526277
TXDallas,4.9,4.4,5.5,6.4,-0.23,32.8778372,-96.73811931
TXBaytown,4.9,4.6,5.2,6.4,-0.23,29.76323375,-94.94681473
TXDallas,5.3,4.7,5.9,6.4,-0.17,32.88856233,-96.86262976
TXDallas,4.1,3.8,4.4,6.4,-0.36,32.69665532,-96.83057411
TXAustin,2.9,2.7,3.2,6.4,-0.55,30.30716697,-97.74446377
TXDallas,2.5,2.4,2.7,6.4,-0.61,32.68226145,-96.95298783
TXDallas,5.7,5.3,6.1,6.4,-0.11,32.74125677,-96.65065043
TXAustin,1.8,1.7,2,6.4,-0.72,30.35761972,-97.74982878
TXAustin,3.1,2.9,3.4,6.4,-0.52,30.2768113,-97.72046569
TXDallas,5.5,4.9,6.1,6.4,-0.14,32.85993326,-96.7400832
TXBrownsville,7.3,6.6,8,6.4,0.14,25.93504967,-97.45712553
TXDallas,4.3,4.1,4.6,6.4,-0.33,32.67646097,-96.8868018
TXDallas,4.1,3.7,4.6,6.4,-0.36,32.80262423,-96.74407859
TXDallas,1,1,1,6.4,-0.84,32.98736741,-96.84946666
TXDallas,5.9,5.1,7,6.4,-0.08,32.90271364,-96.77893772
TXAustin,4.1,3.9,4.3,6.4,-0.36,30.31491785,-97.70559144
TXAustin,3.1,2.8,3.4,6.4,-0.52,30.26629505,-97.74243605
TXAustin,2.3,2.1,2.6,6.4,-0.64,30.31487226,-97.72630197
TXDallas,4,3.6,4.3,6.4,-0.38,32.75921988,-96.81648478
TXDallas,5.4,4.7,6.1,6.4,-0.16,32.86992762,-96.72141766
TXCorpus Christi,9.5,8.8,10.1,6.4,0.48,27.78318851,-97.41378419
TXBrownsville,7.3,6.8,8,6.4,0.14,26.05478859,-97.60824854
TXDallas,5.8,5.3,6.4,6.4,-0.09,32.86966521,-96.69391288
TXAustin,3,2.8,3.2,6.4,-0.53,30.22901331,-97.75216194
TXAustin,4.3,3.9,4.6,6.4,-0.33,30.32967864,-97.69793457
TXDallas,5.4,5,5.8,6.4,-0.16,32.66351211,-96.60052585
TXCarrollton,4.6,4.3,5.1,6.4,-0.28,32.96332062,-96.84706297
TXAustin,4.3,4,4.6,6.4,-0.33,30.37180156,-97.71481599
TXDallas,2.5,2.2,2.8,6.4,-0.61,32.81568453,-96.76599054
TXDallas,3.6,3.3,3.9,6.4,-0.44,32.9952976,-96.86058199
TXDallas,5.1,4.7,5.5,6.4,-0.20,32.75454148,-96.6441941
TXBrownsville,9.7,8.9,10.6,6.4,0.52,25.91031115,-97.46649339
TXBryan,7,6.5,7.5,6.4,0.09,30.682026,-96.38593961
TXBaytown,5.6,5.1,6.2,6.4,-0.13,29.79138262,-94.97317783
TXAustin,4.8,4.4,5.1,6.4,-0.25,30.21221468,-97.76228309
TXBrownsville,8.2,7.4,9,6.4,0.28,25.93931474,-97.51495509
TXAustin,2.7,2.6,2.9,6.4,-0.58,30.15482426,-97.75206864
TXDallas,6.2,5.7,6.7,6.4,-0.03,32.91224176,-96.86749332
TXDallas,8.1,7.5,8.7,6.4,0.27,32.71717299,-96.69969657
TXDallas,6.3,5.6,7.2,6.4,-0.02,32.95625059,-96.77772001
TXAustin,2,1.8,2.1,6.4,-0.69,30.41190502,-97.70178574
TXDallas,8.6,7.9,9.3,6.4,0.34,32.6518266,-96.83526327
TXAustin,4.2,3.9,4.6,6.4,-0.34,30.21867328,-97.85979942
TXAustin,4.3,3.8,4.9,6.4,-0.33,30.46219364,-97.73791957
TXAustin,4.7,4.1,5.3,6.4,-0.27,30.34657674,-97.74330253
TXDallas,4.1,3.9,4.4,6.4,-0.36,32.93281993,-96.80828268
TXCollege Station,3.5,3.2,3.9,6.4,-0.45,30.63222587,-96.3136455
TXDallas,3.7,3.5,4,6.4,-0.42,32.77192805,-96.79067978
TXDallas,1,1,1,6.4,-0.84,32.99935153,-96.49117798
TXAustin,3.6,3.3,4,6.4,-0.44,30.3892679,-97.80295035
TXAustin,5,4.5,5.6,6.4,-0.22,30.34964814,-97.78093378
TXDallas,5.9,5.3,6.6,6.4,-0.08,32.8408732,-96.65767672
TXDallas,2.8,2.6,3,6.4,-0.56,32.71597674,-96.97359462
TXDallas,3.5,3.2,3.7,6.4,-0.45,32.87801563,-96.9041883
TXDallas,5.4,5,5.8,6.4,-0.16,32.75861117,-96.82941592
TXAustin,5.8,5.2,6.5,6.4,-0.09,30.43982248,-97.79642398
TXDallas,7,6.7,7.3,6.4,0.09,32.71238363,-96.82081223
TXDallas,5.1,4.5,5.9,6.4,-0.20,32.84804179,-96.74428009
TXDallas,10.1,9.3,11,6.4,0.58,32.70304257,-96.78258824
TXDallas,4.2,3.7,4.7,6.4,-0.34,32.9343943,-96.75982808
TXDallas,4.5,4.1,4.8,6.4,-0.30,32.81136837,-96.82943416
TXCorpus Christi,7.9,7.5,8.4,6.4,0.23,27.80195842,-97.41896243
TXDallas,5.2,4.6,5.8,6.4,-0.19,32.99250181,-96.8038365
TXAustin,7.4,6.7,8.1,6.4,0.16,30.26695421,-97.70148574
TXCorpus Christi,1.4,1.3,1.5,6.4,-0.78,27.68969395,-97.27043002
TXBrownsville,7.6,6.9,8.3,6.4,0.19,25.92280909,-97.43444775
TXDallas,6.6,5.7,7.9,6.4,0.03,32.87265623,-96.79541077
TXCarrollton,4.9,4.4,5.3,6.4,-0.23,32.98875835,-96.86121227
TXAustin,4.6,4.3,5,6.4,-0.28,30.2190129,-97.77472825
TXAustin,4.8,4.4,5.3,6.4,-0.25,30.18077052,-97.82458968
TXAustin,5.2,4.8,5.6,6.4,-0.19,30.17170821,-97.75504392
TXCollege Station,2.2,2,2.4,6.4,-0.66,30.56606652,-96.28958075
TXCarrollton,5.8,5.3,6.3,6.4,-0.09,33.00624784,-96.86808817
TXCollege Station,2.2,2,2.5,6.4,-0.66,30.5671712,-96.32348388
TXBrownsville,6.5,6,7.1,6.4,0.02,25.94745716,-97.43311231
TXDallas,5.8,5.3,6.2,6.4,-0.09,32.69874846,-96.87773108
TXCarrollton,4.5,4.1,5,6.4,-0.30,32.99381267,-96.89919968
TXAustin,3.2,3,3.5,6.4,-0.50,30.27757549,-97.62829351
TXDallas,9.6,8.7,10.6,6.4,0.50,32.77324891,-96.73877553
TXBrownsville,9.3,8.3,10.3,6.4,0.45,25.92002766,-97.51624692
TXCollege Station,3.9,3.5,4.3,6.4,-0.39,30.60504852,-96.25229149
TXDallas,4.1,3.8,4.4,6.4,-0.36,33.00653144,-96.86206587
TXBaytown,5.6,5.2,6,6.4,-0.13,29.71874221,-94.99221895
TXDallas,5.3,4.7,6,6.4,-0.17,32.91742326,-96.82784349
TXDallas,1,1,1,6.4,-0.84,32.99592259,-96.87327117
TXCorpus Christi,7.1,6.6,7.7,6.4,0.11,27.71347543,-97.39437217
TXAustin,2.2,2,2.4,6.4,-0.66,30.43369366,-97.74868324
TXAustin,4.6,4.2,5.1,6.4,-0.28,30.21079424,-97.80529688
TXDallas,4.8,4.4,5.1,6.4,-0.25,32.73231043,-96.90870706
TXAustin,5.4,4.8,6,6.4,-0.16,30.32596872,-97.76722918
TXCorpus Christi,4.6,4.2,4.9,6.4,-0.28,27.69075244,-97.41532047
TXDallas,5.7,5.2,6.1,6.4,-0.11,32.7274496,-96.87343397
TXDallas,6.2,5.8,6.6,6.4,-0.03,32.7273352,-96.67366747
TXAustin,4.9,4.4,5.5,6.4,-0.23,30.3978197,-97.76394278
TXDallas,7.2,6.6,7.8,6.4,0.13,32.77692428,-96.88625417
TXDallas,5.1,4.6,5.5,6.4,-0.20,32.74060384,-96.8507934
TXCarrollton,2.3,2.2,2.6,6.4,-0.64,33.03938122,-96.87320105
TXDallas,9.7,9.1,10.4,6.4,0.52,32.75990349,-96.74518198
TXDallas,2.5,2.3,2.7,6.4,-0.61,33.01078113,-96.83661416
TXDallas,6.1,5.6,6.6,6.4,-0.05,32.80222146,-96.68903547
TXBrownsville,5.7,5.3,6,6.4,-0.11,26.04654335,-97.51909497
TXDallas,1.9,1.7,2.1,6.4,-0.70,32.85702617,-96.76181836
TXBrownsville,7.1,6.4,7.7,6.4,0.11,25.9375336,-97.50423946
TXBrownsville,8.3,7.4,9.1,6.4,0.30,25.91090969,-97.47885681
TXBeaumont,3.7,3.4,3.9,6.4,-0.42,30.1239864,-94.1906937
TXDallas,3.5,3.2,3.8,6.4,-0.45,32.8162785,-96.73696979
TXCarrollton,5.4,5,5.8,6.4,-0.16,32.95905248,-96.90175567
TXAustin,3.6,3.3,4,6.4,-0.44,30.41663415,-97.75531414
TXDallas,8,7.5,8.6,6.4,0.25,32.72643,-96.76830629
TXDallas,2.2,2,2.3,6.4,-0.66,32.94528426,-96.8180554
TXDallas,5.6,5.2,5.9,6.4,-0.13,32.69225873,-96.60085966
TXCarrollton,4.9,4.6,5.4,6.4,-0.23,32.99542755,-96.87958756
TXBrownsville,13.3,12.2,14.6,6.4,1.08,25.98476647,-97.58648806
TXDallas,7.3,6.9,7.7,6.4,0.14,32.80291102,-96.7769552
TXBrownsville,5.7,5.1,6.3,6.4,-0.11,25.9224676,-97.45343976
TXDallas,1.9,1.8,2.1,6.4,-0.70,32.77984475,-96.7992743
TXAustin,1.5,1.3,1.6,6.4,-0.77,30.2855339,-97.74772739
TXBrownsville,4.2,3.8,4.7,6.4,-0.34,25.96028806,-97.49707597
TXDallas,6.7,5.9,7.6,6.4,0.05,32.95607563,-96.79526737
TXAustin,3.1,2.8,3.5,6.4,-0.52,30.24365447,-97.7405709
TXDallas,4.1,3.4,5,6.4,-0.36,32.87766278,-96.7664038
TXCarrollton,1,1,1,6.4,-0.84,33.02370524,-96.83992565
TXAustin,4.1,3.7,4.5,6.4,-0.36,30.40224329,-97.68302583
TXBrownsville,11.2,10.3,12.1,6.4,0.75,25.93359576,-97.43738378
TXBrownsville,4.2,3.8,4.5,6.4,-0.34,25.9552188,-97.47874538
TXCorpus Christi,8.5,7.8,9.2,6.4,0.33,27.75367548,-97.44540498
TXAustin,3.1,2.9,3.4,6.4,-0.52,30.1602267,-97.64060425
TXBeaumont,9.6,8.7,10.5,6.4,0.50,30.04449914,-94.10592175
TXDallas,3,2.7,3.3,6.4,-0.53,32.81048218,-96.80716741
TXAustin,3.8,3.4,4.1,6.4,-0.41,30.39249314,-97.69043595
TXAustin,5.1,4.7,5.6,6.4,-0.20,30.3697116,-97.77403773
TXAustin,5.9,5.6,6.2,6.4,-0.08,30.2274869,-97.66714456
TXAustin,5.3,4.9,5.7,6.4,-0.17,30.32615109,-97.68502266
TXCollege Station,3.7,3.5,4,6.4,-0.42,30.60627242,-96.29700099
TXDallas,6.1,5.7,6.5,6.4,-0.05,32.75387413,-96.86473751
TXDallas,5,4.6,5.4,6.4,-0.22,32.87172841,-96.86016173
TXBaytown,3.3,3.1,3.5,6.4,-0.48,29.81500636,-94.96044262
TXDallas,3.8,3.5,4.1,6.4,-0.41,32.90670876,-96.71385696
TXBryan,5.8,5.4,6.3,6.4,-0.09,30.6688987,-96.36478644
TXDallas,3,2.8,3.3,6.4,-0.53,33.00233457,-96.84797334
TXCorpus Christi,5.7,5.3,6.2,6.4,-0.11,27.81882721,-97.55993186
TXDallas,4.7,4.2,5.1,6.4,-0.27,32.74367703,-96.81754977
TXCarrollton,3.7,3.5,3.9,6.4,-0.42,33.02115616,-96.90866922
TXDallas,6.2,5.9,6.6,6.4,-0.03,32.71212224,-96.66207934
